id,phase,workstream,task,owner,priority,dependency,acceptance_evidence,gate,initial_status
CHK-0343,0,Rollback,Exercise producer revocation while downstream state is non-empty,Operations/Risk/Execution,P0,Lease + reconciliation,"New entries stop, exits remain, orders/positions/protection/reservations reconcile and a newer producer cannot activate prematurely.",G0 Rollback,NOT_STARTED
CHK-0344,1,Ingress,Create versioned Binance stream route manifest,Data,P0,Official 2026 docs,"Every stream maps to /public, /market or /private with parser, sequence, coverage, freshness and required status; wrong mapping fails startup.",G1 Ingress certified,NOT_STARTED
CHK-0345,1,Ingress,Reject all legacy/unrouted USD-M production WebSocket URLs,Data/Security,P0,Stream manifest,Static/config/runtime scan finds none; negative test proves startup rejection.,G1 Ingress certified,NOT_STARTED
CHK-0346,1,Ingress,"Implement independent /public, /market and /private connection health",Data/Execution,P0,Connection pools,Loss/silence of one route degrades exactly its dependencies; socket-open alone cannot report READY.,G1 Ingress certified,NOT_STARTED
CHK-0347,1,Ingress,Implement scheduled overlapping reconnect before 24 hours,Data,P0,Connection/session IDs,26-hour soak crosses handover with no unobserved required-stream gap and no duplicate canonical event.,G1 Ingress certified,NOT_STARTED
CHK-0348,1,Ingress,Implement control-message and stream-count guards,Data,P1,Route manifest capacity,Burst subscription test stays ≤10 messages/s and ≤1024 streams/connection; backpressure is observable.,G1 Ingress certified,NOT_STARTED
CHK-0349,1,Ingress,"Implement listen-key renewal, expiry detection and recreation",VGP,P0,Private pool,"Renewal failure and listenKeyExpired invalidate private truth, stop entries, recreate stream and fully reconcile account state.",G1 Private truth,NOT_STARTED
CHK-0350,1,Order book,Implement exact snapshot plus U/u/pu reconstruction,E01/Data,P0,Depth route,"Official normal, duplicate, stale snapshot, missing first overlap, broken pu, zero delete and reconnect vectors pass.",G1 State certified,NOT_STARTED
CHK-0351,1,Order book,Block candidate eligibility while book is bootstrapping or invalid,E01/ORIGIN,P0,Quality contract,No affected candidate appears; exits remain available; recovery availability is not backdated.,G1 State certified,NOT_STARTED
CHK-0352,1,Metadata,Version exchangeInfo and gate every symbol/order,Data/VGP,P0,Metadata registry,Tick/step/min-notional/status/order-type/filter changes quarantine invalid symbols before venue reject.,G1 Venue certified,NOT_STARTED
CHK-0353,1,Replay,Persist raw bytes before normalization with receipt/session/sequence,Data,P0,Raw ledger,Tamper changes hash; replay reconstructs recorded ingress order; no cross-connection total order is fabricated.,G1 Replay substrate,NOT_STARTED
CHK-0354,1,Replay,Implement same-code live/replay adapter,ORIGIN,P0,Production transition library,No separate backtest formula path exists; build/link test enforces common code.,G1 Replay substrate,NOT_STARTED
CHK-0355,1,Replay,"Prove prefix, cold/warm/checkpoint and future-mutation invariance",Validation/ORIGIN,P0,Golden exact corpus,100% expected output/state hashes match at all sampled cut points; any approximate tape is excluded from exact certification.,G1 Replay certified,NOT_STARTED
CHK-0356,2,Kernel,Scaffold triad-origin-e02 with zero venue/account dependencies,ORIGIN/Security,P0,Repository + ACL,Dependency and network/secret tests prove no credential/order path; startup under empty secret environment succeeds.,G2 Kernel,NOT_STARTED
CHK-0357,2,Kernel,Implement deterministic partition coordinator,ORIGIN,P0,market_state.v2,Duplicate/out-of-order/late events follow manifest policy; output order is thread/map independent.,G2 Kernel,NOT_STARTED
CHK-0358,2,Kernel,Implement integer tick/step math with overflow guards,ORIGIN,P0,Instrument metadata,Boundary and cross-platform golden vectors match; no float influences semantic or money geometry.,G2 Kernel,NOT_STARTED
CHK-0359,2,Kernel,Implement clock/watermark/knowledge-time library,ORIGIN/E01,P0,Clock contract,All clock inequalities property-test; late recovery never backdates availability.,G2 Kernel,NOT_STARTED
CHK-0360,2,Kernel,Implement append-only state journal and deterministic checkpoint,ORIGIN,P0,Ledger binding,Crash/restart at every transition boundary yields identical suffix hashes and no duplicate occurrence.,G2 Kernel,NOT_STARTED
CHK-0361,2,Semantics,Implement typed levels and forbid generic swing alias,ORIGIN,P0,Structure Semantics §02.3,DC/fractal/rolling/equal/session golden vectors pass and carry distinct type IDs.,G2 Structure truth,NOT_STARTED
CHK-0362,2,Semantics,Implement protected-swing advancement exactly as specified,ORIGIN,P0,DC swing registry,"BOS/CHOCH state vectors including pending protection, rejected transition and mirror cases pass.",G2 Structure truth,NOT_STARTED
CHK-0363,2,Semantics,Implement FVG penetration lifecycle,ORIGIN,P1,Finalized bars,Same-bar retest impossible; touch/partial/mid/filled/expiry transitions monotonic and restart-stable.,G2 Structure truth,NOT_STARTED
CHK-0364,2,Semantics,Implement causal order block registry,ORIGIN,P0,BOS + displacement,No BOS creates no confirmed OB; origin/tie/horizon/zone/invalidation vectors pass.,G2 Structure truth,NOT_STARTED
CHK-0365,2,Semantics,Implement frozen-level excursion/reclaim registry,ORIGIN,P1,Typed levels,Excursion/reclaim/hold/expiry vectors and no-moving-reference property pass.,G2 Structure truth,NOT_STARTED
CHK-0366,2,Semantics,Implement flow atoms with honest null and TTL,ORIGIN/Data,P1,Book/trade/liquidation inputs,Scale/missing/stale/cross-venue-clock tests pass; flow cannot mutate price structures.,G2 Feature truth,NOT_STARTED
CHK-0367,2,Capsule host,Enforce pure capsule interface and opportunity clustering,ORIGIN,P0,State/reaction libraries,"Static/runtime tests block I/O, clock, randomness and risk dependencies; correlated hypotheses share one cluster.",G2 Capsule platform,NOT_STARTED
CHK-0368,2,Candidate,Implement edge_candidate.v2 publisher and withdrawal transitions,ORIGIN,P0,Reaction engine,Complete natural geometry/TTL/cancel/trial lineage validates; no risk/account/order field is present.,G2 Candidate truth,NOT_STARTED
CHK-0369,2,Readiness,Implement semantic startupz/readyz/livez/version evidence,ORIGIN/SRE,P1,Attestation + checkpoint,Readiness remains false until warm/current/checksum/output/lease expectations pass; port/PID alone cannot pass.,G2 Operable,NOT_STARTED
CHK-0370,3,Capsules,Implement dc_swing_bos_first_retest.v1 in isolation,ORIGIN/Research,P0,Kernel + preregistered params,"All conjunct, mirror, TTL, first-retest, natural-geometry and refusal tests pass; isolated trial ID created.",G3 Capsule complete,NOT_STARTED
CHK-0371,3,Capsules,Implement protected_swing_choch_first_retest.v1 in isolation,ORIGIN/Research,P0,Kernel + preregistered params,"Protected-break transition, retest, failed-transition and mirror vectors pass; isolated trial ID created.",G3 Capsule complete,NOT_STARTED
CHK-0372,3,Capsules,Implement fvg_displacement_first_touch.v1 in isolation,ORIGIN/Research,P1,Kernel + preregistered params,Formation/displacement/first-touch/penetration/invalidation and ablation tests pass.,G3 Capsule complete,NOT_STARTED
CHK-0373,3,Capsules,Implement ob_displacement_bos_first_touch.v1 in isolation,ORIGIN/Research,P0,Kernel + preregistered params,Origin/displacement/BOS causal chain and no-shortcut ablation pass.,G3 Capsule complete,NOT_STARTED
CHK-0374,3,Capsules,Implement level_excursion_reclaim_flow_confirmed.v1 in isolation,ORIGIN/Research,P1,Kernel + preregistered params,"Frozen level, reclaim/hold, flow TTL/null and first reaction tests pass.",G3 Capsule complete,NOT_STARTED
CHK-0375,3,Research,Preregister numeric parameter families before result access,Research/Governance,P0,Trial registry,"Formula, range/grid, data, costs, splits, family count and primary metric are signed; no code default supplies a hidden value.",G3 Trial integrity,NOT_STARTED
CHK-0376,3,Research,Run leave-one-conjunct ablations for every capsule,Research,P1,Capsule outputs,Each conjunct has incremental count/EV/risk/cost effect on untouched data; failed ablations remain in trial family.,G3 Trial integrity,NOT_STARTED
CHK-0377,3,Research,Enforce geometric RR floor 2.0 without risk-policy contamination,ORIGIN/E07,P0,Candidate contract,ORIGIN geometry remains unchanged across E08 policy variants; sub-floor candidates refuse with named reason.,G3 Boundary,NOT_STARTED
CHK-0378,4,Paired replay,Feed byte-equivalent market_state offsets to frozen legacy and ORIGIN,Validation,P0,Legacy bridge + exact tape,Input hash/offset equality is 100%; no branch fetches its own market data.,G4 Paired replay,NOT_STARTED
CHK-0379,4,Paired replay,Classify every missing/extra/retimed/reidentified/geometry/lifecycle divergence,Validation/ORIGIN,P0,Divergence records,No unexplained critical divergence remains; intentional changes map to requirement/test/ADR.,G4 Paired replay,NOT_STARTED
CHK-0380,4,Adversarial,"Run gap, duplicate, reorder, future-mutation, clock, precision and disk fault campaigns",Validation/SRE,P0,Verification suite,Zero unauthorized candidate/order; state remains deterministic or fail-closed with exact incident evidence.,G4 Robustness,NOT_STARTED
CHK-0381,4,Statistics,Create complete immutable trial family and locked chronological OOS,Research/Governance,P0,Trial registry + tapes,Purging/embargo/sample unit/multiplicity defined; holdout access audited; result reproducible.,G4 Economic plausibility,NOT_STARTED
CHK-0382,4,Statistics,"Compute uncertainty, PBO, Deflated Sharpe and multiplicity control",Research,P1,Complete trial family,"Methods, assumptions and code/results are versioned; no threshold is claimed as paper-mandated.",G4 Economic plausibility,NOT_STARTED
CHK-0383,4,Execution simulation,Calibrate conservative maker fill model against venue transcripts,Execution research,P1,Real order/fill data,"Queue assumptions/version/error bands documented; public L2 results labeled simulated, never exact.",G4 Execution plausibility,NOT_STARTED
CHK-0384,5,Dark launch,Deny ORIGIN money-topic and gateway permissions physically,Security/Operations,P0,ACLs + deployment,Negative tests and runtime audit show zero risk/command/order writes even under malicious/buggy candidate output.,G5 Prospective dark,NOT_STARTED
CHK-0385,5,Dark launch,Freeze build/config/trial before prospective stream begins,Governance,P0,Activation manifest,Any byte change closes the window and creates a new trial; access and change logs reconcile.,G5 Prospective dark,NOT_STARTED
CHK-0386,5,Dark launch,"Measure all structures, reactions, candidates, refusals, withdrawals and route heartbeats",ORIGIN/Evidence,P1,Telemetry,Every capable partition has a complete funnel or named no-service cause; shadow/money populations cannot mix.,G5 Prospective dark,NOT_STARTED
CHK-0387,5,Dark launch,"Meet preregistered coverage, determinism, latency and prospective economic gates",Research/SRE,P0,Frozen dark window,Signed gate receipt references exact offsets/manifests and reports PASS/FAIL/INSUFFICIENT—not narrative promotion.,G5 Prospective dark,NOT_STARTED
CHK-0388,6,Execution,Prove every normal entry and exit is LIMIT GTX with no fallback,Execution,P0,VGP/OMS,"Static paths and fault transcripts show 100% normal maker intent; reject/expiry causes reevaluation, never crossing.",G6 Execution rehearsal,NOT_STARTED
CHK-0389,6,Execution,Reconcile ambiguous submissions before any retry,Execution,P0,Unknown-submit state,503/timeout/user-stream delay/query cases produce at most one venue order per economic purpose.,G6 Execution rehearsal,NOT_STARTED
CHK-0390,6,Execution,Consume and reconcile ALGO_UPDATE protection lifecycle,Execution,P0,Algo Service,Protection remains provably armed or entries stop and emergency policy engages; ACK alone cannot pass.,G6 Protection,NOT_STARTED
CHK-0391,6,Execution,Test partial fill/cancel/late-fill/restart/orphan-order races,Execution/Validation,P0,Order/fill/position state,Venue facts win; exact quantities conserve; no unknown or reversed exposure; reservations release once.,G6 Execution rehearsal,NOT_STARTED
CHK-0392,6,Emergency exit,"Ratify Tier 1 and Tier 2 triggers, price limits and deadlines",Risk owner/Governance,P0,Exit policy decision,"Named thresholds, evidence, owner, expiry and change control are signed before money canary.",G6 Emergency policy,NOT_STARTED
CHK-0393,6,Emergency exit,Test one-way and hedge reduction payloads,Execution,P0,Exit policy + account modes,LONG+SELL and SHORT+BUY reduce correct legs; forbidden reduceOnly/closePosition combinations reject; no zero crossing.,G6 Emergency execution,NOT_STARTED
CHK-0394,6,Emergency exit,"Test partial, stale-position, duplicate, disconnect and simultaneous-stop cases",Execution/Validation,P0,Emergency matrix,Residual is re-read from venue; idempotency prevents duplicate/reversal; unresolved state pages and blocks entry.,G6 Emergency execution,NOT_STARTED
CHK-0395,6,Accounting,Prove fill.v3→position→protection→outcome end-to-end lineage,Execution/E10,P0,Strict money contracts,100% canary fixtures join without guessing; gross/net/fees/funding/emergency costs recompute from raw facts.,G6 Money truth,NOT_STARTED
CHK-0396,6,Rollback,"Rehearse rollback with open order, partial position and armed Algo stop",Operations/Execution/Risk,P0,Rollback manifest,New entries fence first; exit/protection stays owned; all state resolves before another producer receives authority.,G6 Rollback,NOT_STARTED
CHK-0397,7,Canary,Ratify exact one capsule/symbol/side/account/risk-cell scope,Owner/Risk/Governance,P0,Evidence gates 0–6,Signed activation manifest contains no wildcard and one producer lease; both sides require separate certification.,G7 Safety canary,NOT_STARTED
CHK-0398,7,Canary,Ratify minimum viable notional and absolute loss/anomaly budgets,Risk owner,P0,Power/safety analysis,"Budgets, emergency count, unprotected deadline, reconciliation tolerance and automatic stop action are signed.",G7 Safety canary,NOT_STARTED
CHK-0399,7,Canary,Prove legacy producer rejection after lease transfer,Platform/Execution,P0,Producer fencing,Injected stale commands/candidates reject at each authority consumer; zero venue order created.,G7 Safety canary,NOT_STARTED
CHK-0400,7,Canary,Run safety canary with frozen configuration and continuous control,Operations/Research,P0,Activation + allocation,No unrelated change; all money facts reconcile; stop conditions automatically halt entries; control remains comparable.,G7 Safety canary,NOT_STARTED
CHK-0401,7,Canary,"Classify canary conclusion as safety, execution or economic evidence",Governance/Evidence,P0,Canary results,Report explicitly states what sample can and cannot prove; tiny sample never receives profitability label.,G7 Evidence honesty,NOT_STARTED
CHK-0402,8,Economic certification,Continue frozen prospective money sample to preregistered power boundary,Research/Operations,P0,Safety canary passed,No optional stopping or parameter change; campaigns are independent unit; every trial/result access counted.,G8 Economic live,NOT_STARTED
CHK-0403,8,Economic certification,"Apply net EV interval, overfit, multiplicity, concentration and stress gates",Research/Governance,P0,Powered sample,Signed evidence reports per side/symbol/capsule and aggregate; failing cells remain uncertified.,G8 Economic live,NOT_STARTED
CHK-0404,9,Cutover,Freeze legacy new entries and drain or explicitly assign every campaign,Operations/Execution,P0,Promotion decision,Open orders/algo orders/positions/protection/reservations reconcile; no implicit campaign inheritance.,G9 Cutover,NOT_STARTED
CHK-0405,9,Cutover,Revoke legacy candidate authority before issuing ORIGIN scope,Platform/Governance,P0,Lease coordinator,Fencing sequence is monotonic; consumers demonstrate old-token rejection and new-token acceptance.,G9 Cutover,NOT_STARTED
CHK-0406,9,Cutover,Promote only one dimension at a time,Governance/Risk,P0,Progressive-scale manifest,Order: side → symbol → capsule → risk → universe; no simultaneous expansion destroys attribution.,G9 Progressive scale,NOT_STARTED
CHK-0407,9,Retirement,Remove legacy writer permission before stopping/archiving process,Operations/Security,P0,Audit retention/consumer map,"No active consumer, credential, ACL or runbook depends on legacy authority; evidence retained for defined window.",G9 Retirement,NOT_STARTED
