id,layer,suite,criticality,gate,test,stimulus,required_result,evidence,initial_status
SEM-08,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,FVG same-bar touch attempt,Execute the controlled fvg same-bar touch attempt scenario with exact inputs and fault timing recorded.,No touch/reaction.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-09,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,FVG penetration boundaries,Execute the controlled fvg penetration boundaries scenario with exact inputs and fault timing recorded.,Touch/partial/mid/filled transitions exact and monotonic.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-10,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Order block without linked BOS,Execute the controlled order block without linked bos scenario with exact inputs and fault timing recorded.,Never confirms.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-11,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Order-block tie candidates,Execute the controlled order-block tie candidates scenario with exact inputs and fault timing recorded.,Latest/quality/source-ID total tie-break yields one origin.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-12,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Excursion without reclaim,Execute the controlled excursion without reclaim scenario with exact inputs and fault timing recorded.,No reclaim candidate.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-13,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Reclaim after τ,Execute the controlled reclaim after τ scenario with exact inputs and fault timing recorded.,Expired; no candidate.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-14,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Reference level moves after excursion,Execute the controlled reference level moves after excursion scenario with exact inputs and fault timing recorded.,Occurrence retains frozen original level.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-15,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Retest before confirmation,Execute the controlled retest before confirmation scenario with exact inputs and fault timing recorded.,No reaction/candidate.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-16,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Second retest in first-retest capsule,Execute the controlled second retest in first-retest capsule scenario with exact inputs and fault timing recorded.,"Rejected/segmented as touch2+, never first cohort.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-17,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Invalidation and touch same event,Execute the controlled invalidation and touch same event scenario with exact inputs and fault timing recorded.,Higher-precedence invalidation wins deterministically.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-18,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Missing timeframe dependency,Execute the controlled missing timeframe dependency scenario with exact inputs and fault timing recorded.,Named abstention.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-19,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,E08 risk floor changes,Execute the controlled e08 risk floor changes scenario with exact inputs and fault timing recorded.,ORIGIN structure geometry unchanged.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-20,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Same origin produces aliases,Execute the controlled same origin produces aliases scenario with exact inputs and fault timing recorded.,One opportunity cluster; no independent confluence count.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-21,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Hard-coded parameter differs from registry,Execute the controlled hard-coded parameter differs from registry scenario with exact inputs and fault timing recorded.,Build/test/startup failure.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-22,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Candidate lacks TTL/cancellation/natural invalidation,Execute the controlled candidate lacks ttl/cancellation/natural invalidation scenario with exact inputs and fault timing recorded.,Schema rejection.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-23,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Candidate attempts quantity/leverage/account,Execute the controlled candidate attempts quantity/leverage/account scenario with exact inputs and fault timing recorded.,Boundary/schema rejection.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
SEM-24,RC1 critical additions,Structure and candidate semantics,P0,G2/G3,Long/short generated property corpus,Execute the controlled long/short generated property corpus scenario with exact inputs and fault timing recorded.,"Counts, timing and normalized results mirror exactly.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-01,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Invalid tick price,Execute the controlled invalid tick price scenario with exact inputs and fault timing recorded.,Rejected before venue; authorization remains explicit.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-02,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Invalid quantity step,Execute the controlled invalid quantity step scenario with exact inputs and fault timing recorded.,Rejected before venue.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-03,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Below minimum notional,Execute the controlled below minimum notional scenario with exact inputs and fault timing recorded.,Rejected before venue with metadata revision.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-04,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Normal GTX would cross,Execute the controlled normal gtx would cross scenario with exact inputs and fault timing recorded.,No taker fallback; policy reevaluation.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-05,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,GTX modification would cross,Execute the controlled gtx modification would cross scenario with exact inputs and fault timing recorded.,Cancel/reject handled; no false fill or liquidity mutation.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-06,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Modify resting limit,Execute the controlled modify resting limit scenario with exact inputs and fault timing recorded.,Queue-priority loss recorded and attempt identity advances.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-07,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Partial fill then cancel,Execute the controlled partial fill then cancel scenario with exact inputs and fault timing recorded.,Exact fill/residual/order/position quantities.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-08,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Fill races cancel ACK,Execute the controlled fill races cancel ack scenario with exact inputs and fault timing recorded.,Venue fill remains authoritative; no reversal.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-09,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,503 execution status unknown,Execute the controlled 503 execution status unknown scenario with exact inputs and fault timing recorded.,Reconcile before retry; at most one order.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-10,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Duplicate economic command,Execute the controlled duplicate economic command scenario with exact inputs and fault timing recorded.,One venue order under idempotency/fencing.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-11,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Duplicate client order ID,Execute the controlled duplicate client order id scenario with exact inputs and fault timing recorded.,Named adoption/conflict resolution.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-12,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,One-way close,Execute the controlled one-way close scenario with exact inputs and fault timing recorded.,Opposite side + reduce-only; exposure decreases only.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-13,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Hedge close carrying forbidden reduceOnly,Execute the controlled hedge close carrying forbidden reduceonly scenario with exact inputs and fault timing recorded.,Validator rejects.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-14,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Hedge LONG+SELL,Execute the controlled hedge long+sell scenario with exact inputs and fault timing recorded.,Reduces LONG only.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-15,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Hedge SHORT+BUY,Execute the controlled hedge short+buy scenario with exact inputs and fault timing recorded.,Reduces SHORT only.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-16,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,reduceOnly plus closePosition,Execute the controlled reduceonly plus closeposition scenario with exact inputs and fault timing recorded.,Validator rejects forbidden combination.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-17,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Conditional order sent to legacy path,Execute the controlled conditional order sent to legacy path scenario with exact inputs and fault timing recorded.,Adapter blocks; -4120 fixture confirms migration behavior.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-18,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Algo order rejected after trigger,Execute the controlled algo order rejected after trigger scenario with exact inputs and fault timing recorded.,ALGO_UPDATE reconciles and protection failure policy engages.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-19,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Algo NEW→TRIGGERING→TRIGGERED→FINISHED,Execute the controlled algo new→triggering→triggered→finished scenario with exact inputs and fault timing recorded.,Complete protection lifecycle and position reconciliation.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-20,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,STP same-account collision,Execute the controlled stp same-account collision scenario with exact inputs and fault timing recorded.,Configured outcome and expiry evidence; no default ambiguity.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-21,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Restart with live open regular order,Execute the controlled restart with live open regular order scenario with exact inputs and fault timing recorded.,Adopt/cancel by explicit policy before entry.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-22,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Restart with open algo order,Execute the controlled restart with open algo order scenario with exact inputs and fault timing recorded.,Protection reconciles before entry.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-23,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Restart with open position,Execute the controlled restart with open position scenario with exact inputs and fault timing recorded.,Position/protection/reservation reconcile before new exposure.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-24,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Rate limit near exhaustion,Execute the controlled rate limit near exhaustion scenario with exact inputs and fault timing recorded.,Entries throttle; cancel/protection/reduction capacity reserved.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-25,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Dead-man heartbeat stops,Execute the controlled dead-man heartbeat stops scenario with exact inputs and fault timing recorded.,Open-order cancellation behavior matches signed policy.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-26,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Shadow candidate reaches E09,Execute the controlled shadow candidate reaches e09 scenario with exact inputs and fault timing recorded.,Severity-one rejection; no venue command.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-27,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Instrument status leaves TRADING,Execute the controlled instrument status leaves trading scenario with exact inputs and fault timing recorded.,New orders block before venue.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EXE-28,RC1 critical additions,"Execution, protection and reconciliation",P0,G6,Actual fee tier differs from static model,Execute the controlled actual fee tier differs from static model scenario with exact inputs and fault timing recorded.,fill/outcome use venue fact; research model revision recorded.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-01,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Emergency command with no position,Execute the controlled emergency command with no position scenario with exact inputs and fault timing recorded.,Rejected.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-02,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Emergency command increases exposure,Execute the controlled emergency command increases exposure scenario with exact inputs and fault timing recorded.,Rejected and severity-one alert.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-03,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Emergency command crosses through zero,Execute the controlled emergency command crosses through zero scenario with exact inputs and fault timing recorded.,Rejected and severity-one alert.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-04,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Tier-1 IOC fills completely,Execute the controlled tier-1 ioc fills completely scenario with exact inputs and fault timing recorded.,Position zero and all audit/reconciliation fields complete.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-05,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Tier-1 IOC partially fills,Execute the controlled tier-1 ioc partially fills scenario with exact inputs and fault timing recorded.,Residual re-read from venue before next command.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-06,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Tier-1 price exceeds cap,Execute the controlled tier-1 price exceeds cap scenario with exact inputs and fault timing recorded.,No fill beyond limit; residual follows explicit escalation.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-07,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Tier-2 market disabled,Execute the controlled tier-2 market disabled scenario with exact inputs and fault timing recorded.,Residual remains visible/protected where possible and pages.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-08,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Tier-2 market enabled,Execute the controlled tier-2 market enabled scenario with exact inputs and fault timing recorded.,"Named signed authorization, trigger and audit exist.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-09,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,One-way immediate close,Execute the controlled one-way immediate close scenario with exact inputs and fault timing recorded.,reduceOnly true and correct opposite side.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-10,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Hedge immediate close,Execute the controlled hedge immediate close scenario with exact inputs and fault timing recorded.,Correct positionSide and no forbidden reduceOnly.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-11,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Unknown emergency submit result,Execute the controlled unknown emergency submit result scenario with exact inputs and fault timing recorded.,No duplicate until reconciliation.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-12,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Stale local position differs from venue,Execute the controlled stale local position differs from venue scenario with exact inputs and fault timing recorded.,Venue state wins; quantity never exceeds verified residual.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-13,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Protection not armed by deadline,Execute the controlled protection not armed by deadline scenario with exact inputs and fault timing recorded.,Entries freeze and emergency policy evaluates.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-14,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,priceProtect divergence delays trigger,Execute the controlled priceprotect divergence delays trigger scenario with exact inputs and fault timing recorded.,Expected policy behavior is observable and accepted/rejected by preregistration.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-15,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Local exit and venue stop simultaneous,Execute the controlled local exit and venue stop simultaneous scenario with exact inputs and fault timing recorded.,Deduplication prevents reversal.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-16,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Emergency fill in maker KPI,Execute the controlled emergency fill in maker kpi scenario with exact inputs and fault timing recorded.,Excluded from normal maker denominator and separately reported.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-17,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Entry kill switch active,Execute the controlled entry kill switch active scenario with exact inputs and fault timing recorded.,Cancel/protection/risk-reducing exits remain usable.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
EMG-18,RC1 critical additions,Emergency exit-only taker,P0,G6/G7,Emergency count/window exceeds budget,Execute the controlled emergency count/window exceeds budget scenario with exact inputs and fault timing recorded.,Automatic canary stop and rollback workflow.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-01,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Entry and exit fills,Execute the controlled entry and exit fills scenario with exact inputs and fault timing recorded.,Correct position-effect and order-role derivation with raw evidence.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-02,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Add and partial reduce,Execute the controlled add and partial reduce scenario with exact inputs and fault timing recorded.,Exact quantity conservation.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-03,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Maker and taker fills,Execute the controlled maker and taker fills scenario with exact inputs and fault timing recorded.,Venue-confirmed liquidity role preserved.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-04,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Fee in non-quote asset,Execute the controlled fee in non-quote asset scenario with exact inputs and fault timing recorded.,Causal deterministic quote conversion retains original amount/asset/source.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-05,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Funding event,Execute the controlled funding event scenario with exact inputs and fault timing recorded.,Attributed separately from trade P&L.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-06,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Liquidation or ADL,Execute the controlled liquidation or adl scenario with exact inputs and fault timing recorded.,Not classified as strategy exit.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-07,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Orphan raw fill,Execute the controlled orphan raw fill scenario with exact inputs and fault timing recorded.,UNRESOLVED/quarantine; never dropped or guessed.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-08,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Duplicate venue trade ID,Execute the controlled duplicate venue trade id scenario with exact inputs and fault timing recorded.,Deduplicated across reconnect/replay.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-09,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Campaign closes flat,Execute the controlled campaign closes flat scenario with exact inputs and fault timing recorded.,Entries/adds equal reductions/exits; reservations/protection terminal.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-10,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Open campaign,Execute the controlled open campaign scenario with exact inputs and fault timing recorded.,"Outcome remains OPEN/null, not zero.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-11,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Gross positive but costs negative,Execute the controlled gross positive but costs negative scenario with exact inputs and fault timing recorded.,Net outcome correctly negative.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-12,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Recompute from raw venue evidence,Execute the controlled recompute from raw venue evidence scenario with exact inputs and fault timing recorded.,Same money P&L and component totals.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-13,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Query shadow and live populations,Execute the controlled query shadow and live populations scenario with exact inputs and fault timing recorded.,Explicitly separate denominators and provenance.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
ACC-14,RC1 critical additions,Accounting and evidence integrity,P0,G0/G6/G8,Scorecard titled live but backed by shadow,Execute the controlled scorecard titled live but backed by shadow scenario with exact inputs and fault timing recorded.,Publication gate rejects.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-01,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Trial executed without preregistration,Execute the controlled trial executed without preregistration scenario with exact inputs and fault timing recorded.,Cannot support promotion; remains counted failed/unregistered.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-02,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Failed trial omitted,Execute the controlled failed trial omitted scenario with exact inputs and fault timing recorded.,Trial-family reconciliation fails.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-03,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Lane renamed after failure,Execute the controlled lane renamed after failure scenario with exact inputs and fault timing recorded.,Same family/trial history retained.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-04,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Random k-fold on time series,Execute the controlled random k-fold on time series scenario with exact inputs and fault timing recorded.,Validation rejects method.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-05,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Overlapping outcome horizons,Execute the controlled overlapping outcome horizons scenario with exact inputs and fault timing recorded.,Purged from opposite fold.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-06,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Embargo shorter than dependency/outcome horizon,Execute the controlled embargo shorter than dependency/outcome horizon scenario with exact inputs and fault timing recorded.,Validation fails.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-07,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Holdout viewed then parameters changed,Execute the controlled holdout viewed then parameters changed scenario with exact inputs and fault timing recorded.,Holdout invalidated; new trial required.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-08,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Costs set to zero,Execute the controlled costs set to zero scenario with exact inputs and fault timing recorded.,Cannot support economic promotion.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-09,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Fill rows treated as independent trades,Execute the controlled fill rows treated as independent trades scenario with exact inputs and fault timing recorded.,Campaign/opportunity clustering correction required.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-10,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,PBO uses incomplete trial family,Execute the controlled pbo uses incomplete trial family scenario with exact inputs and fault timing recorded.,Result invalid.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-11,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Deflated Sharpe ignores trial count/non-normality,Execute the controlled deflated sharpe ignores trial count/non-normality scenario with exact inputs and fault timing recorded.,Result invalid.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-12,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Many cells use raw p-values,Execute the controlled many cells use raw p-values scenario with exact inputs and fault timing recorded.,Promotion blocked pending family-wise control.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-13,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Profit disappears under modest cost/fill/latency stress,Execute the controlled profit disappears under modest cost/fill/latency stress scenario with exact inputs and fault timing recorded.,Promotion blocked.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-14,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Single campaign/symbol/day dominates,Execute the controlled single campaign/symbol/day dominates scenario with exact inputs and fault timing recorded.,Concentration warning/block per frozen gate.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-15,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Aggregate positive but one side negative,Execute the controlled aggregate positive but one side negative scenario with exact inputs and fault timing recorded.,Affected side uncertified; aggregate cannot hide it.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-16,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Threshold peak is isolated,Execute the controlled threshold peak is isolated scenario with exact inputs and fault timing recorded.,Parameter instability blocks promotion.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-17,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Prospective conflicts with historical,Execute the controlled prospective conflicts with historical scenario with exact inputs and fault timing recorded.,Conflict reported; no averaging away.,"Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
STA-18,RC1 critical additions,Statistics and promotion integrity,P1,G4/G8,Sample below preregistered power requirement,Execute the controlled sample below preregistered power requirement scenario with exact inputs and fault timing recorded.,"INSUFFICIENT, not PASS/FAIL.","Input/fault manifest, raw and normalized journals, state/output hashes, metrics, test runner result and reviewer",NOT_RUN
